MatchID,inning,batting_team,bowling_team,over,Ball
2,2,"Rising Pune Supergiant","Mumbai Indians",7,5
2,2,"Rising Pune Supergiant","Mumbai Indians",7,4
2,2,"Rising Pune Supergiant","Mumbai Indians",7,3
2,2,"Rising Pune Supergiant","Mumbai Indians",7,2
2,2,"Rising Pune Supergiant","Mumbai Indians",7,1
2,2,"Rising Pune Supergiant","Mumbai Indians",6,6
2,2,"Rising Pune Supergiant","Mumbai Indians",6,5
2,2,"Rising Pune Supergiant","Mumbai Indians",6,4
2,2,"Rising Pune Supergiant","Mumbai Indians",6,3
2,2,"Rising Pune Supergiant","Mumbai Indians",6,2
2,2,"Rising Pune Supergiant","Mumbai Indians",6,1
2,2,"Rising Pune Supergiant","Mumbai Indians",5,6
2,2,"Rising Pune Supergiant","Mumbai Indians",5,5
2,2,"Rising Pune Supergiant","Mumbai Indians",5,4
2,2,"Rising Pune Supergiant","Mumbai Indians",5,3
2,2,"Rising Pune Supergiant","Mumbai Indians",5,2
2,2,"Rising Pune Supergiant","Mumbai Indians",5,1
2,2,"Rising Pune Supergiant","Mumbai Indians",4,6
2,2,"Rising Pune Supergiant","Mumbai Indians",4,5
2,2,"Rising Pune Supergiant","Mumbai Indians",4,4
2,2,"Rising Pune Supergiant","Mumbai Indians",4,3
2,2,"Rising Pune Supergiant","Mumbai Indians",4,2
2,2,"Rising Pune Supergiant","Mumbai Indians",4,1
2,2,"Rising Pune Supergiant","Mumbai Indians",3,6
2,2,"Rising Pune Supergiant","Mumbai Indians",3,5
2,2,"Rising Pune Supergiant","Mumbai Indians",3,4
2,2,"Rising Pune Supergiant","Mumbai Indians",3,3
2,2,"Rising Pune Supergiant","Mumbai Indians",3,2
2,2,"Rising Pune Supergiant","Mumbai Indians",3,1
2,2,"Rising Pune Supergiant","Mumbai Indians",2,6
2,2,"Rising Pune Supergiant","Mumbai Indians",2,5
2,2,"Rising Pune Supergiant","Mumbai Indians",2,4
2,2,"Rising Pune Supergiant","Mumbai Indians",2,3
2,2,"Rising Pune Supergiant","Mumbai Indians",2,2
2,2,"Rising Pune Supergiant","Mumbai Indians",2,1
2,2,"Rising Pune Supergiant","Mumbai Indians",1,7
2,2,"Rising Pune Supergiant","Mumbai Indians",1,6
2,2,"Rising Pune Supergiant","Mumbai Indians",1,5
2,2,"Rising Pune Supergiant","Mumbai Indians",1,4
2,2,"Rising Pune Supergiant","Mumbai Indians",1,3
2,2,"Rising Pune Supergiant","Mumbai Indians",1,2
2,2,"Rising Pune Supergiant","Mumbai Indians",1,1
2,1,"Mumbai Indians","Rising Pune Supergiant",20,7
2,1,"Mumbai Indians","Rising Pune Supergiant",20,6
2,1,"Mumbai Indians","Rising Pune Supergiant",20,5
2,1,"Mumbai Indians","Rising Pune Supergiant",20,4
2,1,"Mumbai Indians","Rising Pune Supergiant",20,3
2,1,"Mumbai Indians","Rising Pune Supergiant",20,2
2,1,"Mumbai Indians","Rising Pune Supergiant",20,1
2,1,"Mumbai Indians","Rising Pune Supergiant",19,6
2,1,"Mumbai Indians","Rising Pune Supergiant",19,5
2,1,"Mumbai Indians","Rising Pune Supergiant",19,4
2,1,"Mumbai Indians","Rising Pune Supergiant",19,3
2,1,"Mumbai Indians","Rising Pune Supergiant",19,2
2,1,"Mumbai Indians","Rising Pune Supergiant",19,1
2,1,"Mumbai Indians","Rising Pune Supergiant",18,7
2,1,"Mumbai Indians","Rising Pune Supergiant",18,6
2,1,"Mumbai Indians","Rising Pune Supergiant",18,5
2,1,"Mumbai Indians","Rising Pune Supergiant",18,4
2,1,"Mumbai Indians","Rising Pune Supergiant",18,3
2,1,"Mumbai Indians","Rising Pune Supergiant",18,2
2,1,"Mumbai Indians","Rising Pune Supergiant",18,1
2,1,"Mumbai Indians","Rising Pune Supergiant",17,6
2,1,"Mumbai Indians","Rising Pune Supergiant",17,5
2,1,"Mumbai Indians","Rising Pune Supergiant",17,4
2,1,"Mumbai Indians","Rising Pune Supergiant",17,3
2,1,"Mumbai Indians","Rising Pune Supergiant",17,2
2,1,"Mumbai Indians","Rising Pune Supergiant",17,1
2,1,"Mumbai Indians","Rising Pune Supergiant",16,6
2,1,"Mumbai Indians","Rising Pune Supergiant",16,5
2,1,"Mumbai Indians","Rising Pune Supergiant",16,4
2,1,"Mumbai Indians","Rising Pune Supergiant",16,3
2,1,"Mumbai Indians","Rising Pune Supergiant",16,2
2,1,"Mumbai Indians","Rising Pune Supergiant",16,1
2,1,"Mumbai Indians","Rising Pune Supergiant",15,6
2,1,"Mumbai Indians","Rising Pune Supergiant",15,5
2,1,"Mumbai Indians","Rising Pune Supergiant",15,4
2,1,"Mumbai Indians","Rising Pune Supergiant",15,3
2,1,"Mumbai Indians","Rising Pune Supergiant",15,2
2,1,"Mumbai Indians","Rising Pune Supergiant",15,1
2,1,"Mumbai Indians","Rising Pune Supergiant",14,6
2,1,"Mumbai Indians","Rising Pune Supergiant",14,5
2,1,"Mumbai Indians","Rising Pune Supergiant",14,4
2,1,"Mumbai Indians","Rising Pune Supergiant",14,3
2,1,"Mumbai Indians","Rising Pune Supergiant",14,2
2,1,"Mumbai Indians","Rising Pune Supergiant",14,1
2,1,"Mumbai Indians","Rising Pune Supergiant",13,7
2,1,"Mumbai Indians","Rising Pune Supergiant",13,6
2,1,"Mumbai Indians","Rising Pune Supergiant",13,5
2,1,"Mumbai Indians","Rising Pune Supergiant",13,4
2,1,"Mumbai Indians","Rising Pune Supergiant",13,3
2,1,"Mumbai Indians","Rising Pune Supergiant",13,2
